,athlete_id,firstName,lastName,weight,heightInches,dob
3832,3045286,Sean,Harlow,284,76,03-28-1995
3833,2975863,Eric,Saubert,248,77,05-09-1994
3834,2976099,Damontae,Kazee,174,71,06-05-1993
3835,3043147,Quincy,Mauger,206,72,03-04-1995
3836,3051924,Jermaine,Grace,223,73,11-08-1993
3837,3125403,Brian,Hill,216,73,11-09-1995
3838,3152371,Takkarist,McKinley,250,74,11-02-1995
3839,2972331,Mason,Schreck,252,77,11-04-1993
3840,2977635,Ryan,Glasgow,300,75,09-30-1993
3841,2978211,Hardy,Nickerson,235,72,01-05-1994
3842,3040470,Cethan,Carter,248,75,09-05-1995
3843,3047571,Alex,Redmond,294,77,01-18-1995
3844,3051911,Carl,Lawson,265,74,06-29-1995
3845,3052177,John,Ross,194,71,11-27-1995
3846,3052434,Jordan,Willis,270,76,05-02-1995
3847,3052660,Jordan,Evans,242,75,01-27-1995
3848,3115330,Josh,Malone,205,75,03-21-1996
3849,3116385,Joe,Mixon,220,73,07-24-1996
3850,2970256,Bam,Bradley,232,71,06-26-1994
3851,2975417,Patrick,Ricard,305,75,05-27-1994
3852,2976113,Nico,Siragusa,330,76,05-10-1994
3853,2977615,Chris,Wormley,300,77,10-25-1993
3854,3040037,Tyus,Bowser,250,75,05-23-1995
3855,3043143,Brandon,Kublanow,300,74,04-05-1995
3856,3045463,Chuck,Clark,210,72,04-19-1995
3857,3054862,Tim,Williams,244,75,11-12-1993
3858,3057517,Jaylen,Hill,175,70,05-26-1994
3859,3115303,Jermaine,Eluemunor,330,76,12-13-1994
3860,3126356,Marlon,Humphrey,197,72,07-08-1996
3861,3915403,Tim,White,185,70,07-15-1994
3862,3115962,Jabrill,Peppers,217,71,10-04-1995
3863,3123076,David,Njoku,246,76,07-10-1996
3864,3129302,DeShone,Kizer,235,76,01-03-1996
3865,2970181,James,Burgess Jr.,230,72,03-09-1994
3866,2970622,B.J.,Bello,229,75,10-31-1994
3867,3043234,Zane,Gonzalez,200,72,05-07-1995
3868,3050122,Larry,Ogunjobi,305,75,06-03-1994
3869,3051711,Matt,Dayes,205,69,09-03-1994
3870,3053804,Kai,Nacua,205,72,03-03-1995
3871,3122923,Roderick,Johnson,301,79,11-28-1995
3872,3126176,Howard,Wilson,184,72,10-30-1995
3873,3045282,T.J.,Watt,252,76,10-11-1994
3874,3120348,JuJu,Smith-Schuster,215,73,11-22-1996
3875,2980383,Mike,Hilton,184,69,03-09-1994
3876,3042773,Keion,Adams,240,74,06-08-1995
3877,3044724,Cameron,Sutton,180,71,02-27-1995
3878,3045147,James,Conner,233,73,05-05-1995
3879,3054951,Jarrad,Davis,238,73,11-16-1994
3880,17495,Kasey,Redfern,205,73,09-26-1991
3881,2577919,Brandon,Chubb,245,73,10-21-1993
3882,2579163,Charles,Washington,192,70,03-10-1993
3883,2973014,Storm,Norton,317,79,05-16-1994
3884,2974858,Kenny,Golladay,213,76,11-03-1993
3885,2976114,Alex,Barrett,250,74,03-06-1994
3886,2976151,Jeremiah,Valoaga,275,78,11-15-1994
3887,2979825,Tion,Green,220,72,12-14-1993
3888,3044729,Jalen,Reeves-Maybin,226,73,01-31-1995
3889,3059945,Michael,Roberts,265,77,05-07-1994
3890,3061612,Jamal,Agnew,190,70,04-03-1995
3891,3115257,Teez,Tabor,201,72,12-31-1995
3892,3892689,Jeremiah,Ledbetter,299,75,06-02-1994
3893,2980504,Haason,Reddick,240,73,09-22-1994
3894,2575965,Elijhaa,Penny,234,74,08-07-1993
3895,2972351,Will,Holden,312,79,09-14-1993
3896,2973033,Ronald,Zamort,184,70,11-10-1991
3897,3039723,T.J.,Logan,195,71,09-03-1994
3898,3051901,Rudy,Ford,200,72,11-01-1994
3899,3066052,Chad,Williams,204,74,10-19-1994
3900,3127287,Budda,Baker,195,70,01-10-1996
3901,3054212,Jonnu,Smith,248,75,08-22-1995
3902,3120347,Adoree',Jackson,185,71,09-18-1995
3903,2971565,Josh,Carraway,242,75,04-13-1994
3904,2973637,Corey,Levin,307,76,08-12-1994
3905,3042778,Corey,Davis,209,75,01-11-1995
3906,3047559,Jayon,Brown,226,72,02-26-1995
3907,3059760,Taywan,Taylor,205,71,03-02-1995
3908,3039776,Marquel,Lee,235,75,10-21-1995
3909,3047570,Eddie,Vanderdoes,315,75,10-13-1994
3910,15245,Giorgio,Tavecchio,180,70,07-16-1990
3911,2973027,Treyvon,Hester,305,74,09-21-1992
3912,2974247,Obi,Melifonwu,224,76,04-05-1994
3913,2981069,Jylan,Ware,317,79,10-16-1993
3914,3042370,Xavier,Woodson-Luster,220,73,08-06-1995
3915,3051391,Gareon,Conley,190,72,06-29-1995
3916,3121656,David,Sharpe,343,78,10-21-1995
3917,3894908,Shalom,Luani,202,72,08-05-1994
3918,4232830,Nicholas,Morrow,216,72,07-10-1995
3919,3054840,Jonathan,Allen,300,75,01-16-1995
3920,2576878,Stefan,McClure,205,70,01-31-1993
3921,2971586,Fabian,Moreau,198,72,04-09-1994
3922,2976182,Chase,Roullier,312,76,08-23-1993
3923,2976495,Ryan,Anderson,253,74,08-12-1994
3924,3116389,Samaje,Perine,236,70,09-16-1995
3925,3134683,Montae,Nicholson,212,74,12-04-1995
3926,2578446,Dom,Williams,200,74,12-11-1992
3927,2971575,Randall,Goforth,190,70,01-27-1994
3928,2971718,Marcus,Johnson,204,73,08-05-1994
3929,2978281,Aziz,Shittu,288,74,07-27-1994
3930,2991662,Mack,Hollins,221,76,09-16-1993
3931,3045260,Corey,Clement,220,70,11-02-1994
3932,3115336,Derek,Barnett,259,75,06-25-1996
3933,2971543,Deante,Gray,174,70,02-27-1994
3934,2982761,Andy,Jones,222,73,06-28-1994
3935,2986109,Dylan,Cole,240,72,05-19-1994
3936,3051750,Zach,Cunningham,238,75,12-02-1994
3937,3122840,Deshaun,Watson,223,75,09-14-1995
3938,3125116,D'Onta,Foreman,235,72,04-24-1996
3939,3115313,Cam,Robinson,335,78,10-09-1995
3940,3115364,Leonard,Fournette,228,72,01-18-1995
3941,3008150,Eli,Ankou,325,75,06-08-1994
3942,3042476,Dawuane,Smoot,275,75,03-02-1995
3943,3048402,Donald,Payne,217,71,07-12-1994
3944,3071572,Keelan,Cole Sr.,194,73,04-20-1993
3945,3892889,Dede,Westbrook,178,72,11-21-1993
3946,3918639,Gerald,Everett,250,75,06-25-1994
3947,2565338,Aaron,Neary,299,76,11-15-1992
3948,2576666,Ejuan,Price,255,71,01-30-1993
3949,2971635,J.J.,Dielman,309,77,12-16-1993
3950,2977187,Cooper,Kupp,208,74,06-15-1993
3951,3041112,Tanzel,Smart,295,73,11-06-1994
3952,3043216,Justin,Davis,199,73,11-11-1995
3953,3045527,Samson,Ebukam,245,75,05-09-1995
3954,3046292,John,Johnson III,209,72,12-19-1995
3955,3052502,Dominique,Hatfield,178,70,12-13-1994
3956,3115306,Josh,Reynolds,194,75,02-16-1995
3957,2979810,Deyshawn,Bond,299,73,08-19-1994
3958,2566609,Adam,Redmond,290,78,05-19-1993
3959,2976259,Nate,Hairston,185,72,06-30-1994
3960,3045251,Anthony,Walker Jr.,235,73,08-08-1995
3961,3052166,Darrell,Daniels,256,75,11-22-1994
3962,3052977,Tarell,Basham,266,76,03-18-1994
3963,3121415,Malik,Hooker,212,74,04-02-1996
3964,3121660,Quincy,Wilson,206,72,08-16-1996
3965,3139605,Marlon,Mack,210,71,03-07-1996
3966,3914922,Rigoberto,Sanchez,195,72,09-08-1994
3967,4058825,Grover,Stewart,314,76,10-20-1993
3968,4218312,Kenny,Moore II,190,69,08-23-1995
3969,17211,Justin,McCray,320,75,05-31-1992
3970,2219753,David,Talley,236,73,11-09-1994
3971,2576736,Lucas,Patrick,313,75,07-30-1993
3972,2972562,Lenzy,Pipkins,196,72,11-07-1993
3973,2977798,Vince,Biegel,246,75,07-02-1993
3974,2980123,Justin,Vogel,220,77,10-14-1993
3975,2980453,Jamaal,Williams,224,72,04-03-1995
3976,3042361,Chris,Odom,262,75,09-16-1994
3977,3042519,Aaron,Jones,208,69,12-02-1994
3978,3051716,Josh,Jones,220,73,09-20-1994
3979,3051894,Montravius,Adams,304,76,07-24-1995
3980,3052170,Kevin,King,200,75,05-05-1995
3981,3918026,Devante,Mays,230,70,05-26-1994
3982,3919596,Chris,Carson,222,71,09-16-1994
3983,2977629,Amara,Darboh,219,74,02-01-1994
3984,2977779,Jordan,Roos,302,75,07-06-1993
3985,3039721,Nazair,Jones,304,77,12-13-1994
3986,3042738,Ethan,Pocic,320,78,08-05-1995
3987,3045214,Lano,Hill,215,73,11-26-1995
3988,3052125,Tedric,Thompson,204,72,01-20-1995
3989,3054026,Shaquill,Griffin,198,72,07-20-1995
3990,3134681,Malik,McDowell,295,78,06-20-1996
3991,3040151,George,Kittle,250,76,10-09-1993
3992,3054844,Reuben,Foster,228,73,04-04-1994
3993,2567879,BJ,Johnson III,214,73,02-22-1993
3994,2971440,Donavin,Newsom,240,74,10-13-1993
3995,2971699,Adrian,Colbert,205,74,10-06-1993
3996,2972901,Chanceller,James,208,74,09-26-1994
3997,2977627,Erik,Magnuson,300,78,01-05-1994
3998,2979520,C.J.,Beathard,215,74,11-16-1993
3999,3040569,Trent,Taylor,178,68,04-30-1994
4000,3045523,Kendrick,Bourne,205,73,08-04-1995
4001,3049916,Matt,Breida,190,70,02-28-1995
4002,3050534,Lorenzo,Jerome,204,70,01-20-1995
4003,3052109,Jimmie,Gilbert,230,77,11-09-1994
4004,3055105,Pita,Taumoepenu,245,73,03-09-1994
4005,3056476,Victor,Bolden,178,68,04-04-1995
4006,3117258,Solomon,Thomas,256,74,12-20-1995
4007,3122630,Ahkello,Witherspoon,195,74,03-21-1995
4008,3894915,D.J.,Jones,305,72,01-19-1995
4009,3912576,Joe,Williams,205,71,09-04-1993
4010,3117251,Christian,McCaffrey,205,71,06-07-1996
4011,2973051,Taylor,Moton,325,77,08-18-1994
4012,2979535,Demetrious,Cox,200,72,04-20-1994
4013,3044857,Fred,Ross,210,74,05-19-1995
4014,3051807,Daeshon,Hall,265,77,06-14-1995
4015,3051929,Corn,Elder,185,70,10-09-1994
4016,3052883,Cole,Luke,200,71,06-30-1995
4017,3055899,Harrison,Butker,199,76,07-14-1995
4018,3121427,Curtis,Samuel,195,71,08-11-1996
4019,3123048,Brad,Kaaya,215,76,09-03-1995
4020,2971734,Duke,Thomas,185,71,05-21-1994
4021,2972515,Cooper,Rush,225,75,11-21-1993
4022,2990959,Rico,Gathers,280,78,01-07-1994
4023,3039725,Ryan,Switzer,183,69,11-04-1994
4024,3040572,Xavier,Woods,200,71,07-26-1995
4025,3045207,Jourdan,Lewis,195,70,08-31-1995
4026,3045210,Taco,Charlton,270,77,11-07-1994
4027,3052101,Chidobe,Awuzie,202,72,05-24-1995
4028,3121409,Noah,Brown,215,74,01-06-1996
4029,2979860,Dalvin,Tomlinson,325,75,02-28-1994
4030,2981212,Shane,Smith,240,73,08-21-1993
4031,3051876,Evan,Engram,240,75,09-02-1994
4032,2970137,Josh,Banks,303,75,06-13-1994
4033,2971615,Chad,Wheeler,318,79,01-19-1994
4034,2974324,Avery,Moss,271,75,09-16-1994
4035,3045127,Wayne,Gallman,210,72,10-01-1994
4036,3047530,Calvin,Munson,240,73,12-27-1994
4037,3052600,Davis,Webb,225,77,01-22-1995
4038,3068939,Aldrick,Rosas,221,74,12-30-1994
4039,2517316,Jesse,Davis,309,78,09-15-1991
4040,2575978,Isaac,Asiata,345,75,12-29-1992
4041,2975680,Chase,Allen,246,75,08-29-1993
4042,3043237,Matt,Haack,205,72,07-25-1994
4043,3045136,Cordrea,Tankersley,200,73,11-19-1993
4044,3046343,Vincent,Taylor,296,74,01-05-1994
4045,3048698,Eric,Smith,321,76,09-02-1995
4046,3051852,Charles,Harris,250,75,03-06-1995
4047,3054859,Maurice,Smith,188,73,06-14-1995
4048,3058965,Torry,McTyer,188,71,04-10-1995
4049,3115383,Davon,Godchaux,330,75,11-11-1994
4050,3121423,Raekwon,McMillan,250,74,11-17-1996
4051,3124069,Isaiah,Ford,195,74,02-09-1996
4052,3042733,Kendell,Beckwith,243,74,12-02-1994
4053,3043080,O.J.,Howard,250,78,11-19-1994
4054,3052515,Stevie,Tu'ikolovatu,320,73,06-28-1991
4055,3116165,Chris,Godwin,208,73,02-27-1996
4056,3895859,Justin,Evans,199,72,08-26-1995
4057,4081127,Antony,Auclair,256,78,05-28-1993
4058,2976295,Pat,Elflein,303,74,07-06-1994
4059,3045212,Ben,Gedeon,244,74,10-16-1994
4060,3116593,Dalvin,Cook,210,70,08-10-1995
4061,2969959,Danny,Isidora,306,75,06-05-1994
4062,2971556,Aviante,Collins,292,76,04-21-1993
4063,2979523,Jaleel,Johnson,316,75,07-12-1994
4064,3042726,Tashawn,Bower,250,76,02-18-1995
4065,3051923,Stacy,Coley,195,72,05-13-1994
4066,3056916,Eric,Wilson,230,73,09-26-1994
4067,3059918,Rodney,Adams,189,73,09-15-1994
4068,3043107,Alex,Anzalone,238,75,09-22-1994
4069,3121421,Marshon,Lattimore,192,72,05-19-1996
4070,3122882,Marcus,Williams,195,73,09-08-1996
4071,3917676,Ryan,Ramczyk,314,78,04-22-1994
4072,2323439,Adam,Bighill,230,70,10-16-1988
4073,2468609,Taysom,Hill,221,74,08-23-1990
4074,2970090,Trey,Edmunds,223,74,12-30-1994
4075,2974339,Austin,Carr,195,73,12-25-1993
4076,3051942,Al-Quadin,Muhammad,250,76,03-28-1995
4077,3052743,Trey,Hendrickson,270,76,12-05-1994
4078,3054850,Alvin,Kamara,215,70,07-25-1995
4079,3121581,Devaroe,Lawrence,295,74,10-13-1992
4080,4212989,Dan,Arnold,240,78,03-15-1995
4081,4035662,Garett,Bolles,300,77,05-27-1992
4082,2968226,De'Angelo,Henderson,208,67,11-24-1992
4083,2977665,Chad,Kelly,216,74,03-26-1994
4084,3040561,Carlos,Henderson,191,71,12-19-1994
4085,3043144,Brendan,Langley,199,72,10-16-1994
4086,3045154,Tyrique,Jarrett,335,74,02-16-1994
4087,3045225,Jake,Butt,250,78,07-11-1995
4088,3045377,DeMarcus,Walker,280,76,09-30-1994
4089,3051925,Jamal,Carter,215,73,04-12-1994
4090,3128724,Isaiah,McKenzie,173,68,04-09-1995
4091,2969961,Rayshawn,Jenkins,200,73,01-25-1994
4092,2971426,Sean,Culkin,255,77,06-11-1993
4093,2979482,Dan,Feeney,310,76,05-29-1994
4094,2981439,Forrest,Lamp,310,76,02-21-1994
4095,3040145,Desmond,King II,200,70,12-14-1994
4096,3045138,Mike,Williams,218,76,10-04-1994
4097,3049899,Younghoe,Koo,185,69,08-03-1994
4098,3051368,Nigel,Harris,225,74,12-07-1994
4099,3052414,Charmeachealle,Moore,235,72,01-30-1993
4100,3052513,Sam,Tevi,315,77,11-15-1994
4101,3052889,James,Onwualu,235,73,09-04-1994
4102,3052894,Isaac,Rochell,280,76,04-22-1995
4103,3068267,Austin,Ekeler,200,70,05-17-1995
4104,4084949,Jeff,Richards,210,74,01-03-1991
4105,2978933,Kyle,Fuller,315,76,03-04-1994
4106,3047614,Julien,Davenport,315,79,01-09-1995
4107,2971280,Evan,Baylis,250,77,11-18-1993
4108,2977681,Carlos,Watkins,305,75,12-05-1993
4109,2985844,Treston,Decoud,205,74,08-01-1993
4110,2986701,Darnell,Sankey,247,72,10-11-1994
4111,3042417,Shelton,Gibson,191,71,03-20-1995
4112,3047519,Donnel,Pumphrey,176,69,12-06-1994
4113,3050478,Jake,Elliott,167,69,01-21-1995
4114,3052175,Elijah,Qualls,321,73,02-11-1995
4115,3943270,Rasul,Douglas,209,74,08-29-1995
4116,2575788,Zach,Wood,255,75,01-10-1993
4117,2971632,Brian,Allen,215,75,10-21-1993
4118,3044720,Joshua,Dobbs,216,75,01-26-1995
4119,2972092,Kyle,Sloter,218,76,02-07-1994
4120,3043841,Tanner,Gentry,209,74,12-18-1994
4121,2971584,Conor,McDermott,305,80,10-19-1992
4122,3042895,Tanner,Vallejo,228,73,12-16-1994
4123,2475164,Boseko,Lokombo,231,74,10-15-1990
4124,2969422,Tony,McRae,185,70,03-05-1993
4125,2971659,Reggie,Porter,185,71,07-13-1994
4126,2978244,Ricky,Ortiz,236,72,04-15-1994
4127,3051869,Quincy,Adeboyejo,200,75,05-26-1995
4128,3122894,Maurquice,Shakir,326,76,10-14-1993
4129,2971616,Zach,Banner,335,80,12-25-1993
4130,3043134,Reggie,Davis,185,71,11-22-1995
4131,3054950,Caleb,Brantley,305,74,09-02-1994
4132,3122132,Myles,Garrett,272,76,12-29-1995
4133,3053795,Michael,Davis,196,74,01-06-1995
4134,2977742,Kevin,Peterson,179,71,03-22-1994
4135,2969004,Tyler,Catalina,315,78,01-24-1993
4136,2971036,Joshua,Holsey,195,71,06-25-1994
4137,2977645,Josh,Harvey-Clemons,245,76,02-20-1994
4138,2980073,Jeremy,Sprinkle,252,77,08-10-1994
4139,3125073,Elijah,Lee,229,74,02-05-1996
4140,2976649,Adam,Pankey,313,76,02-02-1994
4141,2576384,Curtis,Grant,249,74,12-28-1992
4142,17390,William,Poehls,344,80,11-27-1991
4143,2980639,Blair,Brown,238,72,05-27-1994
4144,3040198,Jalen,Myrick,200,71,02-27-1995
4145,2981862,Dieugot,Joseph,300,78,03-21-1994
4146,2511952,Jordan,Leslie,205,73,10-31-1991
4147,3045118,Jordan,Leggett,258,77,01-31-1995
4148,3051880,Derrick,Jones,188,74,12-04-1994
4149,4212884,Alex,Armah,255,73,05-17-1994
4150,2970625,Justin,Hardee,200,73,02-07-1994
4151,3916144,Arthur,Maulet,190,69,07-13-1993
4152,2576443,Tyler,Marz,316,79,09-09-1992
4153,3051806,Ricky,Seals-Jones,243,77,03-15-1995
4154,2979553,Taybor,Pepper,245,76,05-28-1994
4155,2970397,Eric,Lee,255,75,08-06-1994
4156,2980098,Bryan,Cox,270,75,06-25-1994
4157,3054970,Chris,Thompson,175,72,05-09-1994
4158,4198679,Krishawn,Hogan,220,75,05-12-1995
4159,2570484,Isaiah,Johnson,209,72,10-14-1992
4160,2979515,Greg,Mabin,200,73,06-25-1994
4161,2977624,Kyle,Kalis,306,76,12-21-1993
4162,16842,Jon,Halapio,320,74,06-23-1991
4163,2574009,Justin,Hamilton,311,74,07-27-1993
4164,3043197,Isaiah,Irving,254,75,06-09-1994
4165,2578369,Marvin,Hall,190,70,04-10-1993
4166,2968204,Cole,Hikutini,247,76,06-11-1994
4167,3045153,Dorian,Johnson,305,77,10-21-1994
4168,3046399,Marcus,Kemp,210,76,08-14-1995
4169,4279385,-,Team,NULL,,
4170,2972896,Dont'e,Deayon,159,69,01-28-1994
4171,2974590,Ed,Eagan,198,70,06-19-1993
4172,3122935,Travis,Rudolph,187,72,09-15-1995
4173,16809,Garrett,Gilbert,221,76,07-01-1991
4174,2574302,Isaiah,Williams,320,76,05-05-1993
4175,2978308,Jaydon,Mickens,174,70,04-21-1994
4176,3045642,Xavier,Coleman,190,71,01-13-1995
4177,2516310,Dillon,Day,296,76,10-17-1991
4178,2980586,Jerrol,Garcia-Williams,235,74,12-24-1993
4179,3059839,Elijah,Wilkinson,314,78,02-10-1995
4180,3125354,Hunter,Sharp,199,72,04-25-1994
4181,3134353,Tim,Patrick,212,76,11-23-1993
4182,3040475,Nate,Gerry,218,74,02-23-1995
4183,2971728,Nick,Rose,200,74,05-05-1994
4184,3116690,Elijah,Hood,230,71,04-22-1996
4185,3060000,Cameron,Tom,287,76,06-21-1995
4186,2991767,Blake,Jarwin,260,77,07-16-1994
4187,3046435,Dan,Skipper,330,81,09-20-1994
4188,2969946,Antonio,Crawford,185,70,02-02-1994
4189,2979600,Evan,Schwan,261,78,06-28-1994
4190,3048701,Keeon,Johnson,216,75,12-31-1994
4191,3074320,Jessamen,Dunker,301,76,01-18-1993
4192,2974712,Lenard,Tillery,200,70,12-09-1993
4193,3127299,Sidney,Jones IV,181,72,05-21-1996
4194,2566345,Drew,Iddings,290,77,03-16-1993
4195,2515577,Martin,Ifedi,275,75,09-04-1991
4196,2582419,Marshall,Koehn,197,72,08-29-1992
4197,2977636,Matthew,Godin,295,78,09-30-1993
4198,3057863,Jason,Vander Laan,245,75,09-22-1992
4199,2573414,Darrell,Williams Jr.,315,77,03-24-1993
4200,2576972,Christian,French,245,77,08-18-1992
4201,2578440,Jordan,Simone,195,73,07-21-1992
4202,2971388,Justin,Senior,329,77,07-08-1994
4203,2975364,Derek,Hart,245,76,12-01-1992
4204,4218143,Donatello,Brown,190,72,05-15-1991
4205,3039722,Des,Lawrence,185,73,11-30-1994
4206,2979632,Josh,Tupou,340,75,05-02-1994
4207,2982632,Brandon,Wilson,199,70,07-27-1994
4208,2971830,JoJo,Natson,153,67,02-01-1994
4209,3050096,Brandon,Banks,280,75,07-13-1994
4210,3051815,Shaan,Washington,220,75,12-29-1993
4211,3052096,Johnny,Mundt,233,76,11-23-1994
4212,3042478,Chunky,Clements,301,74,12-03-1994
4213,3042744,Lewis,Neal,280,72,05-17-1995
4214,4220624,Daniel,Ross,305,75,03-15-1993
4215,2974344,Joe,Jones,240,72,02-21-1994
4216,2576365,Zach,Sterup,323,81,05-14-1992
4217,2512892,Larry,Pinkard,196,72,02-25-1992
4218,3040072,Colin,Holba,255,76,07-08-1994
4219,3045199,De'Veon,Smith,221,71,11-08-1994
4220,2576449,Austin,Traylor,255,75,09-03-1993
4221,2577651,Pete,Robertson,243,74,12-02-1992
4222,3040143,LeShun,Daniels Jr.,225,71,06-04-1995
4223,4287933,Brandon,Scherff,NULL,,12-26-1991
4224,3049271,David,Rivers,185,72,07-23-1994
4225,4212909,David,Moore,219,72,01-15-1995
4226,2982809,Carlton,Agudosi,220,78,02-01-1994
4227,3127586,Jeremy,McNichols,205,69,12-26-1995
4228,3931763,Michael,Clark,217,78,10-26-1995
4229,2566837,Michael,Liedtke,305,75,01-15-1992
4230,2980206,Patrick,O'Connor,270,76,11-01-1993
4231,3045380,Bobo,Wilson,186,69,01-25-1995
4232,2971022,Gimel,President,253,76,06-24-1993
4233,2972232,LaTroy,Lewis,255,75,11-09-1993
4234,2981511,Cameron,Malveaux,276,77,09-22-1994
4235,2971592,Marcus,Rios,185,71,10-25-1994
4236,3115911,Carroll,Phillips,242,75,09-02-1992
4237,2577664,K.J.,Brent,202,75,08-06-1993
4238,3916678,Rolan,Milligan,200,70,08-16-1994
4239,3894883,Isaac,Whitney,204,74,06-22-1994
4240,2987440,Garrett,Griffin,246,76,03-04-1994
4241,3039922,Rodney,Coe,305,75,05-18-1993
4242,2974328,Brandon,Reilly,200,74,09-24-1993
4243,3047195,Cameron,Lee,312,77,12-28-1993
4244,2978216,Darius,Powe,218,74,03-15-1994
4245,3042373,Robert,Davis,210,75,04-02-1995
4246,3045206,Dymonte,Thomas,199,74,11-30-1993
4247,3043217,Leon,McQuay,195,73,11-21-1994
4248,3048663,Breon,Borders,189,72,07-22-1995
4249,4081129,Geoff,Gray,315,77,11-08-1994
4250,2582138,Kyle,Carter,245,75,12-17-1992
4251,3040644,Jarveon,Williams,205,69,01-03-1995
4252,3057972,Brandon,Bell,230,73,01-09-1995
4253,3128756,Akeem,Judd,225,71,12-11-1992
4254,2517020,Ryan,Murphy,214,72,10-14-1992
4255,3120361,Damien,Mama,333,76,06-27-1995
4256,2980070,Otha,Peters,238,72,02-27-1994
4257,2978349,Kache,Palacio,237,73,01-30-1994
4258,3056913,Mike,Tyson,210,73,07-27-1993
4259,2979532,Riley,Bullough,228,74,11-23-1993
4260,2576755,Reggie,Gilbert,250,75,04-01-1993
4261,2979845,Brandon,Greene,295,77,03-01-1994
4262,2980068,Mekale,McKay,210,76,08-04-1993
4263,2576585,Justin,Murray,304,77,04-19-1993
4264,3046702,Kent,Perkins,305,77,11-19-1994
4265,2582139,Sam,Ficken,191,73,12-14-1992
4266,2514505,Brett,Boyko,301,78,08-04-1992
4267,2577288,Kenny,Hilliard,226,71,10-03-1991
4268,2983509,Dare,Ogunbowale,205,71,05-04-1994
4269,3892785,Fish,Smithson,196,71,03-18-1994
4270,2977874,Mose,Frazier,190,71,08-30-1993
4271,2577892,Ryan,Malleck,219,76,07-22-1993
4272,2971281,Pharaoh,Brown,246,77,05-04-1994
4273,3057876,Brady,Sheldon,231,77,02-23-1993
4274,3931761,Emanuel,Byrd,240,74,12-09-1994
4275,2976115,Jeff,Overbaugh,236,72,11-24-1993
4276,3051315,Jahad,Thomas,190,70,11-06-1995
4277,2970255,Adam,Bisnowaty,310,77,12-14-1993
4278,2575572,Derrick,Mathews,232,72,09-25-1992
4279,3045851,Tre'Von,Johnson,232,72,02-10-1995
4280,3049249,Lance,Lenoir,210,71,02-09-1995
4281,2985288,Marquez,Williams,260,70,07-16-1994
4282,3052143,Khalfani,Muhammad,174,67,09-26-1994
4283,2973973,Montay,Crockett,184,72,12-11-1993
4284,3057998,Garrett,Sickels,254,76,09-24-1994
4285,2971436,Rickey,Hatley,320,76,03-29-1994
4286,3115366,Malachi,Dupre,196,74,10-12-1995
4287,3046705,Tyrone,Swoopes,254,76,11-14-1994
4288,2580216,DeAndre,Carter,190,68,04-10-1993
4289,3048976,Gannon,Sinclair,258,79,02-05-1993
4290,3051369,Bruce,Hector,296,74,10-07-1994
4291,3051397,Cameron,Johnston,194,71,02-24-1992
4292,3054031,D.J.,Killings,195,70,08-09-1995
4293,3055886,Matt,Pryor,332,79,12-16-1994
4294,3121023,Dallas,Goedert,256,77,01-03-1995
4295,3123938,Avonte,Maddox,184,69,03-31-1996
4296,3693166,Josh,Sweat,265,77,03-29-1997
4297,3844004,Toby,Weathersby,308,78,09-19-1996
4298,3957450,Tre,Sullivan,200,72,12-21-1993
4299,4334215,Jordan,Mailata,365,80,03-31-1997
4300,2977689,Deante,Burton,205,74,07-12-1994
4301,3049469,Richard,Jarvis,220,74,04-20-1995
4302,3050073,Foyesade,Oluokun,230,74,08-02-1995
4303,3051376,Deadrin,Senat,305,73,07-22-1994
4304,3057899,Justin,Zimmer,292,75,10-23-1992
4305,3115378,Russell,Gage,185,72,01-22-1996
4306,3123969,Ito,Smith,195,69,09-11-1995
4307,3157727,Matt,Gono,305,76,05-10-1996
4308,3915437,Isaiah,Oliver,202,72,09-30-1996
4309,3925357,Calvin,Ridley,190,73,12-20-1994
4310,3046693,Desmond,Harrison,295,78,10-08-1993
4311,3915535,Denzel,Ward,190,71,04-28-1997
4312,2573947,Lenny,Jones,256,74,08-08-1991
4313,2973626,C.J.,Board,181,73,12-12-1993
4314,3040137,Derrick,Willies,207,76,10-17-1994
4315,3052587,Baker,Mayfield,215,73,04-14-1995
4316,3123045,Chad,Thomas,278,77,10-12-1995
4317,3126204,Genard,Avery,250,72,04-26-1995
4318,3128720,Nick,Chubb,227,71,12-27-1995
4319,3915097,Antonio,Callaway,200,71,01-09-1997
4320,4334405,Tavierre,Thomas,205,70,03-11-1996
4321,3124067,Terrell,Edmunds,217,73,01-20-1997
4322,3129473,Chukwuma,Okorafor,320,78,08-08-1997
4323,2512657,Jake,McGee,250,77,09-19-1991
4324,2578713,Joseph,Cheek,311,79,12-02-1992
4325,2979584,Malik,Golden,205,72,04-27-1993
4326,3040065,Keith,Kelsey,233,72,03-17-1995
4327,3045376,Matthew,Thomas,232,75,07-21-1995
4328,3052013,Trey,Johnson,170,71,09-27-1994
4329,3116721,Jaylen,Samuels,225,72,07-29-1996
4330,3122449,James,Washington,213,71,04-02-1996
4331,3126081,Ola,Adeniyi,248,73,09-12-1997
4332,3048912,Skai,Moore,225,74,01-08-1995
4333,3051891,Jordan,Wilkins,204,72,07-18-1994
4334,3056362,Shaquille,Leonard,234,74,07-27-1995
4335,3121595,Braden,Smith,312,78,03-25-1996
4336,3129308,Quenton,Nelson,330,77,03-19-1996
4337,2978109,Zach,Pascal,215,74,12-18-1994
